Unnamed: 0,Site,Publication,Period,Lower_ context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude
1434,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300,700,Almagro 51 A-B,Baetica,2.0,,200,600,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1435,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300,700,AfricanaIIIA,Africa,1.0,,275,400,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1436,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300,700,AfricanaIIIB_1,Africa,2.0,,300,400,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1437,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300,700,Keay 27A,Africa,1.0,,350,500,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1438,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300,700,Keay 36,Africa,1.0,,375,500,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1439,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300,700,Keay 35 B,Africa,1.0,,400,500,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1440,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300,700,spatheia 1,Africa,2.0,,375,450,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1441,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300,700,LRA1,Aegean/Oriental,2.0,,250,650,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1442,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300,700,LRA2,Aegean,3.0,,325,650,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1443,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LR,-150,-1,Apani I,Adriatic Italy,1.0,,-150,-1,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1444,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LR,-150,-1,Dr 1B,Adriatic Italy,1.0,,-150,-50,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1445,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LR,-150,-1,Lamb.2,Adriatic Italy,80.0,,-200,-25,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1446,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LR/EI,-100,50,Lamb.2/Dr 6A,Adriatic Italy,37.0,,-200,50,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1447,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LR/EI,-100,50,Dr 6A,Adriatic Italy,67.0,,-25,50,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1448,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LR/EI,-100,50,Ovoide di Brindisi,Adriatic Italy,5.0,,-125,-25,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1449,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",MR,-350,-150,Greco-Ital,Adriatic Italy,5.0,,-350,-150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1450,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",MR,-350,-150,Greco-Ital,Tyrrhenian Italy,3.0,,-350,-150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1451,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",MR,-350,-150,Greco-Ital,Italy,1.0,,-350,-150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1452,Verona,"Buchi E. 1973: ‘Banchi di anfore romane a Verona. Note sui commerci cisalpini’, in AA.VV., Il territorio veronese in età romana (Convegno del 22-24 ottobre 1971), Verona, p. 534-637.",EI,1,200,Dr 6A,Adriatic Italy,80.0,,-25,50,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1453,Verona,"Buchi E. 1973: ‘Banchi di anfore romane a Verona. Note sui commerci cisalpini’, in AA.VV., Il territorio veronese in età romana (Convegno del 22-24 ottobre 1971), Verona, p. 534-637.",EI,1,200,Dr 6B,Adriatic Italy,88.0,,1,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1454,Verona,"Buchi E. 1973: ‘Banchi di anfore romane a Verona. Note sui commerci cisalpini’, in AA.VV., Il territorio veronese in età romana (Convegno del 22-24 ottobre 1971), Verona, p. 534-637.",EI,1,200,Brindisi,Adriatic Italy,5.0,,-125,-25,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1455,Verona,"Buchi E. 1973: ‘Banchi di anfore romane a Verona. Note sui commerci cisalpini’, in AA.VV., Il territorio veronese in età romana (Convegno del 22-24 ottobre 1971), Verona, p. 534-637.",EI,1,200,Dr 28,Baetica,1.0,,1,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1456,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100,-1,Brindisi,Adriatic Italy,23.0,"Via Redentore, I BC",-125,-25,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1457,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100,-1,Dr 6A,Adriatic Italy,65.0,"Via Redentore, I BC",-25,50,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1458,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100,-1,Dr 6B,Adriatic Italy,86.0,"Via Redentore, I BC",1,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1459,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100,-1,Dr 7-13_1,Baetica,2.0,"Via Redentore, I BC",-30,96,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1460,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100,-1,Forlimpopoli,Adriatic Italy,4.0,"Via Redentore, I BC",-25,300,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1461,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100,-1,Dr 2-4_5,Tyrrhenian Italy,7.0,"Via Redentore, I BC",-70,225,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1462,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100,-1,Camulodunum 184,Rhodes,4.0,"Via Redentore, I BC",-25,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1463,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100,-1,Tripolitana ,Tripolitania,1.0,"Via Redentore, I BC",1,440,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1464,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 6A,Adriatic Italy,15.0,"Via Campofiore e Via Trezza,",-25,50,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1465,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 6B,Adriatic Italy,109.0,"Via Campofiore e Via Trezza,",1,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1466,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 7-13,Baetica,8.0,"Via Campofiore e Via Trezza,",-30,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1467,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 28,Baetica,,"Via Campofiore e Via Trezza,",1,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1468,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,18.0,"Via Campofiore e Via Trezza,",-70,225,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1469,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 2-4_7,unknown,17.0,"Via Campofiore e Via Trezza,",1,200,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1470,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Camulodunum 184,Rhodes,16.0,"Via Campofiore e Via Trezza,",-25,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1471,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Aegean,Aegean,4.0,"Via Campofiore e Via Trezza,",1,200,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1472,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 14,Lusitania,5.0,"Via Campofiore e Via Trezza,",50,225,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1473,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 17,Baetica,3.0,"Via Campofiore e Via Trezza,",50,100,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1474,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Schörgendorfer 558,N Adriatic Italy,3.0,"Via Campofiore e Via Trezza,",1,200,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1475,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,collo ad imbuto,Adriatic Italy,20.0,"Via Campofiore e Via Trezza,",1,250,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1476,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 6A,Adriatic Italy,300.0,,-25,50,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1477,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 6B,Adriatic Italy,400.0,,1,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1478,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 28,Baetica,2.0,,1,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1479,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 25,S Italy/Eastern Mediterranean,10.0,,-25,100,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1480,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,2.0,,-70,225,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1481,Verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1,200,Dr 6A,Adriatic Italy,56.0,,-25,50,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1482,Verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1,200,Dr 6B,Adriatic Italy,74.0,,1,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1483,Verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1,200,Camulodunum 184,Rhodes,6.0,,-25,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1484,Verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1,200,Dr 7-13,Baetica,11.0,,-30,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1485,Verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1,200,Dr 25,S Italy/Eastern Mediterranean,4.0,,-25,100,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1486,Verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1,200,Forlimpopoli,Adriatic Italy,1.0,,-25,300,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1487,Verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1,200,Dr 43_1,Crete,1.0,,1,250,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1488,Verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1,200,AC3,Crete,2.0,,1,250,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1489,Verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1,300,orlo ad imbuto ,Adriatic Italy,1.0,I - III AD,1,250,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1490,Verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1,300,Schörgendorfer 558,N Adriatic Italy,1.0,I - III AD,1,200,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1491,Verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1,300,unknown_1,Spain,1.0,I - III AD,1,300,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1492,Verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1,300,Dr 20,Baetica,3.0,I - III AD,1,300,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1493,Verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1,300,Dr 27,unknown,1.0,I - III AD,1,300,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
1494,Verona,"Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.",EI,1,300,Africana_1,Africa,6.0,I - III AD,1,300,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051
