Site;Publication;Period;Lower_ context_date;Upper_context_date;Amphora_type;Provenance;Frequency;Notes;Amphora type lower date;Amphora type upper date
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;EI;1;200;Dr 25;S Italy/Eastern Mediterranean;1;Capitolium, ;-25;100
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;EI;1;200;Dr 43;Crete;5;Capitolium, ;1;250
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;EI;1;200;AC1;Crete;2;Capitolium, ;1;350
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;EI;1;200;AC1/2;Crete;4;Capitolium, ;1;350
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;EI;1;200;Ostia I 568-9;unknown;2;Capitolium, ;100;300
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;EI/LI;200;400;Africana I;Africa;20;Capitolium, ;150;400
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;EI/LI;200;400;Africana II;Africa;28;Capitolium, ;150;300
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;LI;300;700;Almagro 50, 51;Lusitania;16;Capitolium, ;200;600
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;LI;300;700;spatheia;Africa;4;Capitolium, ;375;700
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;LI;300;700;Sinope carrrot;Black Sea;1;Capitolium, ;400;600
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;LI;300;700;Keay 26/spatheia;Africa;50;Capitolium, ;375;700
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;LI;300;700;Keay 27;Africa;1;Capitolium, ;350;500
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;LI;300;700;Keay 25;Africa;41;Capitolium, ;300;450
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;LI;300;700;Keay 35;Africa;16;Capitolium, ;400;500
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;LI;300;700;Keay 41;Africa;1;Capitolium, ;375;500
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;LI;300;700;Keay 57;Africa;23;Capitolium, ;450;500
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;LI;300;700;LRA1;Orient;11;Capitolium, ;250;650
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;LI;300;700;LRA2;Aegean;9;Capitolium, ;325;650
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;LI;300;700;LRA3;Anatolia;7;Capitolium, ;375;600
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;LI;300;700;LRA4;Gaza;48;Capitolium, ;400;700
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;LI;300;700;Tripolitania;Tripolitania;7;Capitolium, ;300;700
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;LI;300;700;Dr 30;Africa;6;Capitolium, ;200;400
Verona;Bruno B., Le anfore di media e tarda età imperiale di produzione italica, egeo-orientale, ispanica e le anfore non identificate, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 2008: 373-386. Biondani F., Le anfore africane, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona: 387-404.;LI;300;700;Africana II/Keay VV/ VIIIA/XXVB;Africa;29;Capitolium, ;150;700
Verona;Buchi E. 1973: ‘Banchi di anfore romane a Verona. Note sui commerci cisalpini’, in AA.VV., Il territorio veronese in età romana (Convegno del 22-24 ottobre 1971), Verona, p. 534-637.;LR;-150;-1;Dr 1;Tyrrhenian Italy;2;LR=Late Republican EI - Early Imperial, LI - Late Imperial;-150;-50
Verona;Buchi E. 1973: ‘Banchi di anfore romane a Verona. Note sui commerci cisalpini’, in AA.VV., Il territorio veronese in età romana (Convegno del 22-24 ottobre 1971), Verona, p. 534-637.;LR;-150;-1;Brindisi;Adriatic Italy;5;;-125;25
Verona;Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.;LR;-150;-1;Dr 1;Tyrrhenian Italy;4;Via Redentore, I BC;-150;-50
Verona;Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.;LR;-150;-1;Greco-Ital;Tyrrhenian Italy;1;Via Redentore, I BC;-350;-150
Verona;Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.;LR;-150;-1;Dr 1;Tyrrhenian Italy;3;Via Campofiore e Via Trezza,;-150;-50
Verona;Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.;LR;-150;-1;Dr 1;Tyrrhenian Italy;5;;-150;-50
Verona;Museo Archeologico, Pavoni 2005, p. 184, fig. 1., Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.;LR;-150;-1;Dr 1;Tyrrhenian Italy;1;;-150;-50
Verona;Museo Archeologico, Pavoni 2005, p. 184, fig. 1., Museo Archeologico, Pavoni 2005, p. 184, fig. 1. Pavoni M.G., Anfore romane a Verona: la collezione del Museo Archeologico, QdAV  21/2005, p. 183-185.;LR;-150;-1;Greco-Ital;Tyrrhenian Italy;1;;-350;-150
Verona;Pavoni 2008, Pavoni M. G., 2008, Le anfore italiche, egee e ispaniche di tarda età repubblicana e di prima età imperiale, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 369-371. ;LR;-150;-1;Dr 1;Tyrrhenian Italy;1;Capitolium, ;-150;-50
Verona;Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.;LR;-150;-1;Lamb.2;Adriatic Italy;50;Via Redentore, I BC;-200;-25
Verona;Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.;LR/EI;-100;50;Dr 25;S Italy/Eastern Mediterranean;7;Via Campofiore e Via Trezza,;-25;100
Verona;Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.;LR;-150;-1;Lamb.2;Adriatic Italy;10;;-200;-25
Verona;Pavoni 2008, Pavoni M. G., 2008, Le anfore italiche, egee e ispaniche di tarda età repubblicana e di prima età imperiale, in G. Cavalieri Manasse ed.,  L’area del Capitolium di Verona : ricerche storiche e archeologiche, Verona 369-371. ;LR;-150;-1;Lamb.2;Adriatic Italy;13;Capitolium, ;-200;-25
Vigna Barberini+Mercati di Traiano+Palatinum;Rizzo G. 2018, L’Heliogabalium del Palatino, i suoi giardini e la cultura materiale a Roma nell’età dei Severi, MEFRA 130-2, p. 467-508.;EI;100;300;Dr 2-4;Tyrrhenian Italy;43;II-III AD, giardini di Heliogabalum, riempimiento fogne;-70;225
Vigna Barberini+Mercati di Traiano+Palatinum;Rizzo G. 2018, L’Heliogabalium del Palatino, i suoi giardini e la cultura materiale a Roma nell’età dei Severi, MEFRA 130-2, p. 467-508.;EI;100;300;Dr 6A;Adriatic Italy;1;II-III AD, giardini di Heliogabalum, riempimiento fogne;-25;50
Vigna Barberini+Mercati di Traiano+Palatinum;Rizzo G. 2018, L’Heliogabalium del Palatino, i suoi giardini e la cultura materiale a Roma nell’età dei Severi, MEFRA 130-2, p. 467-508.;EI;100;300;Spello/Ostia II 521/ III 369-370;Italy - Tiber Valley;55;II-III AD, giardini di Heliogabalum, riempimiento fogne;50;200
Vigna Barberini+Mercati di Traiano+Palatinum;Rizzo G. 2018, L’Heliogabalium del Palatino, i suoi giardini e la cultura materiale a Roma nell’età dei Severi, MEFRA 130-2, p. 467-508.;EI;100;300;Ostia VI 17-20/Late Campanian;Tyrrhenian Italy;3;II-III AD, giardini di Heliogabalum, riempimiento fogne;150;300
Vigna Barberini+Mercati di Traiano+Palatinum;Rizzo G. 2018, L’Heliogabalium del Palatino, i suoi giardini e la cultura materiale a Roma nell’età dei Severi, MEFRA 130-2, p. 467-508.;EI;100;300;Dr 21-22;Tyrrhenian Italy;2;II-III AD, giardini di Heliogabalum, riempimiento fogne;-25;100
Vigna Barberini+Mercati di Traiano+Palatinum;Rizzo G. 2018, L’Heliogabalium del Palatino, i suoi giardini e la cultura materiale a Roma nell’età dei Severi, MEFRA 130-2, p. 467-508.;EI;100;300;Catania early flat bottomed type;Sicilia;39;II-III AD, giardini di Heliogabalum, riempimiento fogne;1;200
Vigna Barberini+Mercati di Traiano+Palatinum;Rizzo G. 2018, L’Heliogabalium del Palatino, i suoi giardini e la cultura materiale a Roma nell’età dei Severi, MEFRA 130-2, p. 467-508.;EI;100;300;Naxos early Roman type/ Catania flat bottomed type 1;Sicilia;43;II-III AD, giardini di Heliogabalum, riempimiento fogne;1;200
Vigna Barberini+Mercati di Traiano+Palatinum;Rizzo G. 2018, L’Heliogabalium del Palatino, i suoi giardini e la cultura materiale a Roma nell’età dei Severi, MEFRA 130-2, p. 467-508.;EI;100;300;Catania MR 1a type, form 2;Sicilia;2;II-III AD, giardini di Heliogabalum, riempimiento fogne;50;200
Vigna Barberini+Mercati di Traiano+Palatinum;Rizzo G. 2018, L’Heliogabalium del Palatino, i suoi giardini e la cultura materiale a Roma nell’età dei Severi, MEFRA 130-2, p. 467-508.;EI;100;300;Gauloise 3;Gaul;1;II-III AD, giardini di Heliogabalum, riempimiento fogne;1;100
Vigna Barberini+Mercati di Traiano+Palatinum;Rizzo G. 2018, L’Heliogabalium del Palatino, i suoi giardini e la cultura materiale a Roma nell’età dei Severi, MEFRA 130-2, p. 467-508.;EI;100;300;Gauloise 4;Gaul;31;II-III AD, giardini di Heliogabalum, riempimiento fogne;50;300
Vigna Barberini+Mercati di Traiano+Palatinum;Rizzo G. 2018, L’Heliogabalium del Palatino, i suoi giardini e la cultura materiale a Roma nell’età dei Severi, MEFRA 130-2, p. 467-508.;EI;100;300;Gauloise 5;Gaul;5;II-III AD, giardini di Heliogabalum, riempimiento fogne;50;125
Vigna Barberini+Mercati di Traiano+Palatinum;Rizzo G. 2018, L’Heliogabalium del Palatino, i suoi giardini e la cultura materiale a Roma nell’età dei Severi, MEFRA 130-2, p. 467-508.;EI;100;300;Dr 2-4;Tarraconesis;3;II-III AD, giardini di Heliogabalum, riempimiento fogne;-25;200
Vigna Barberini+Mercati di Traiano+Palatinum;Rizzo G. 2018, L’Heliogabalium del Palatino, i suoi giardini e la cultura materiale a Roma nell’età dei Severi, MEFRA 130-2, p. 467-508.;EI;100;300;Haltern 70;Baetica;3;II-III AD, giardini di Heliogabalum, riempimiento fogne;-80;192
Vigna Barberini+Mercati di Traiano+Palatinum;Rizzo G. 2018, L’Heliogabalium del Palatino, i suoi giardini e la cultura materiale a Roma nell’età dei Severi, MEFRA 130-2, p. 467-508.;EI;100;300;Dr 14;Baetica;49;II-III AD, giardini di Heliogabalum, riempimiento fogne;50;225
Vigna Barberini+Mercati di Traiano+Palatinum;Rizzo G. 2018, L’Heliogabalium del Palatino, i suoi giardini e la cultura materiale a Roma nell’età dei Severi, MEFRA 130-2, p. 467-508.;EI;100;300;Dr 20;Baetica;99;II-III AD, giardini di Heliogabalum, riempimiento fogne;1;300
Vigna Barberini+Mercati di Traiano+Palatinum;Rizzo G. 2018, L’Heliogabalium del Palatino, i suoi giardini e la cultura materiale a Roma nell’età dei Severi, MEFRA 130-2, p. 467-508.;EI;100;300;Beltran IIA;Baetica;1;II-III AD, giardini di Heliogabalum, riempimiento fogne;10;150
Vigna Barberini+Mercati di Traiano+Palatinum;Rizzo G. 2018, L’Heliogabalium del Palatino, i suoi giardini e la cultura materiale a Roma nell’età dei Severi, MEFRA 130-2, p. 467-508.;EI;100;300;Beltran IIB;Baetica;1;II-III AD, giardini di Heliogabalum, riempimiento fogne;15;150
