,Unnamed: 0,Site,Publication,Period,Lower_ context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,site,Grouped_sites,Site_type,Site_notes,Amphora_type_main,amphora_type,problems,content,Amphora_type_notes
1443,1438,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300,700,Keay 36,Africa,1.0,,375,500,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Keay 36,Keay 36,,unknown,
1444,1439,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300,700,Keay 35 B,Africa,1.0,,400,500,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Keay 35 B,Keay 35 B,,fish sauce,https://halshs.archives-ouvertes.fr/halshs-03506183/document
1445,1440,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300,700,spatheia 1,Africa,2.0,,375,450,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,spatheia 1,spatheia 1,,unknown,"olive pips found in Dramont E wreck, but this type is usually seen as wine amphora"
1446,1441,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300,700,LRA1,Aegean/Oriental,2.0,,250,650,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,LRA1,LRA1,,wine,"Piéri (2005), visible pitch-lining"
1447,1442,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300,700,LRA2,Aegean,3.0,,325,650,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,LRA2,LRA2,,olive oil,"Opaiţ, 1996; 2004a; 2004b"
1448,1443,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LR,-150,-1,Apani I,Adriatic Italy,1.0,,-150,-1,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Apani I,Apani I,can be merged with ‚ovoide di Brindisi’,olive oil,variant of ovoide di Brindisi
1449,1444,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LR,-150,-1,Dr 1B,Adriatic Italy,1.0,,-150,-50,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Dr 1B,Dr 1B,,wine,
1450,1445,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LR,-150,-1,Lamb.2,Adriatic Italy,80.0,,-200,-25,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Lamb.2,Lamb.2,,wine,evidence from Marague des Giennes
1451,1446,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LR/EI,-100,50,Lamb.2/Dr 6A,Adriatic Italy,37.0,,-200,50,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Lamb.2/Dr 6A,Lamb.2/Dr 6A,,wine,
1452,1447,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LR/EI,-100,50,Dr 6A,Adriatic Italy,67.0,,-25,50,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Dr 6A,Dr 6A,,wine,
1453,1448,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LR/EI,-100,50,Ovoide di Brindisi,Adriatic Italy,5.0,,-125,-25,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Ovoide di Brindisi,Ovoide di Brindisi,,olive oil,"wine also suggested, but olive oil more accepted"
1454,1449,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",MR,-350,-150,Greco-Ital,Adriatic Italy,5.0,,-350,-150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Greco-Ital,Greco-Ital,,wine,
1455,1450,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",MR,-350,-150,Greco-Ital,Tyrrhenian Italy,3.0,,-350,-150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Greco-Ital,Greco-Ital,,wine,
1456,1451,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",MR,-350,-150,Greco-Ital,Italy,1.0,,-350,-150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Greco-Ital,Greco-Ital,,wine,
1457,1452,Verona,"Buchi E. 1973: ‘Banchi di anfore romane a Verona. Note sui commerci cisalpini’, in AA.VV., Il territorio veronese in età romana (Convegno del 22-24 ottobre 1971), Verona, p. 534-637.",EI,1,200,Dr 6A,Adriatic Italy,80.0,,-25,50,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Dr 6A,Dr 6A,,wine,
1458,1453,Verona,"Buchi E. 1973: ‘Banchi di anfore romane a Verona. Note sui commerci cisalpini’, in AA.VV., Il territorio veronese in età romana (Convegno del 22-24 ottobre 1971), Verona, p. 534-637.",EI,1,200,Dr 6B,Adriatic Italy,88.0,,1,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Dr 6B,Dr 6B,,olive oil,
1459,1454,Verona,"Buchi E. 1973: ‘Banchi di anfore romane a Verona. Note sui commerci cisalpini’, in AA.VV., Il territorio veronese in età romana (Convegno del 22-24 ottobre 1971), Verona, p. 534-637.",EI,1,200,Brindisi,Adriatic Italy,5.0,,-125,-25,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Brindisi,Brindisi,merge with Ovoide di Brindisi,olive oil,
1460,1455,Verona,"Buchi E. 1973: ‘Banchi di anfore romane a Verona. Note sui commerci cisalpini’, in AA.VV., Il territorio veronese in età romana (Convegno del 22-24 ottobre 1971), Verona, p. 534-637.",EI,1,200,Dr 28,Baetica,1.0,,1,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Dr 28,Dr 28,,wine,
1461,1456,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100,-1,Brindisi,Adriatic Italy,23.0,"Via Redentore, I BC",-125,-25,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Brindisi,Brindisi,merge with Ovoide di Brindisi,olive oil,
1462,1457,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100,-1,Dr 6A,Adriatic Italy,65.0,"Via Redentore, I BC",-25,50,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Dr 6A,Dr 6A,,wine,
1463,1458,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100,-1,Dr 6B,Adriatic Italy,86.0,"Via Redentore, I BC",1,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Dr 6B,Dr 6B,,olive oil,
1464,1459,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100,-1,Dr 7-13_1,Baetica,2.0,"Via Redentore, I BC",-30,96,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Dr 7-13,Dr 7-13,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,
1465,1460,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100,-1,Forlimpopoli,Adriatic Italy,4.0,"Via Redentore, I BC",-25,300,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Forlimpopoli,Forlimpopoli,,wine,"garum suggested for the type A and D, but unconfirmed"
1466,1461,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100,-1,Dr 2-4_5,Tyrrhenian Italy,7.0,"Via Redentore, I BC",-70,225,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Dr 2-4,Dr 2-4,,wine,
1467,1462,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100,-1,Camulodunum 184,Rhodes,4.0,"Via Redentore, I BC",-25,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Camulodunum 184,Camulodunum 184,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,
1468,1463,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",LR,-100,-1,Tripolitana ,Tripolitania,1.0,"Via Redentore, I BC",1,440,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Tripolitana ,Tripolitana ,,unknown,
1469,1464,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 6A,Adriatic Italy,15.0,"Via Campofiore e Via Trezza,",-25,50,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Dr 6A,Dr 6A,,wine,
1470,1465,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 6B,Adriatic Italy,109.0,"Via Campofiore e Via Trezza,",1,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Dr 6B,Dr 6B,,olive oil,
1471,1466,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 7-13,Baetica,8.0,"Via Campofiore e Via Trezza,",-30,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Dr 7-13,Dr 7-13,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,
1472,1467,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 28,Baetica,,"Via Campofiore e Via Trezza,",1,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Dr 28,Dr 28,,wine,
1473,1468,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,18.0,"Via Campofiore e Via Trezza,",-70,225,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Dr 2-4,Dr 2-4,,wine,
1474,1469,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 2-4_7,unknown,17.0,"Via Campofiore e Via Trezza,",1,200,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Dr 2-4,Dr 2-4,,wine,
1475,1470,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Camulodunum 184,Rhodes,16.0,"Via Campofiore e Via Trezza,",-25,150,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Camulodunum 184,Camulodunum 184,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,
1476,1471,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Aegean,Aegean,4.0,"Via Campofiore e Via Trezza,",1,200,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Aegean,Aegean,,unknown,
1477,1472,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 14,Lusitania,5.0,"Via Campofiore e Via Trezza,",50,225,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Dr 14,Dr 14,,fish sauce,
1478,1473,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 17,Baetica,3.0,"Via Campofiore e Via Trezza,",50,100,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Dr 17,Dr 17,,fish sauce,
1479,1474,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Schörgendorfer 558,N Adriatic Italy,3.0,"Via Campofiore e Via Trezza,",1,200,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Schörgendorfer 558,Schörgendorfer 558,,olives,
1480,1475,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,collo ad imbuto,Adriatic Italy,20.0,"Via Campofiore e Via Trezza,",1,250,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,collo ad imbuto,collo ad imbuto,,unknown,
1481,1476,Verona,"Pesavento Mattioli S. 1999: ‘Anfore romane a Verona: nuovi rinvenimenti’, QdAV  15, p. 40-48.",EI,1,200,Dr 6A,Adriatic Italy,300.0,,-25,50,https://pleiades.stoa.org/places/383816,45.4421295463,10.9957360051,Verona,Verona,urban,if not the settlement itself it is necropolis and other objects associated with the urban settlement,Dr 6A,Dr 6A,,wine,
